"","timepoint","species","seedlingID","0","1"
"57",0,"CEOL","22_left_CEOL_blue",NA,NA
"58",0,"CEOL","22_left_CEOL_green",NA,NA
"59",0,"CEOL","22_right_CEOL_blue",NA,NA
"60",0,"CEOL","22_right_CEOL_green",NA,NA
"61",0,"CEOL","23_left_CEOL_blue",NA,NA
"62",0,"CEOL","23_left_CEOL_green",NA,NA
"63",0,"CEOL","23_right_CEOL_blue",NA,NA
"64",0,"CEOL","23_right_CEOL_green",NA,NA
"65",0,"CEOL","24_left_CEOL_blue",NA,NA
"66",0,"CEOL","24_left_CEOL_green",NA,NA
"67",0,"CEOL","24_right_CEOL_blue",NA,NA
"68",0,"CEOL","24_right_CEOL_green",NA,NA
"69",0,"CEOL","25_left_CEOL_blue",NA,NA
"70",0,"CEOL","25_left_CEOL_green",NA,NA
"71",0,"CEOL","25_right_CEOL_blue",NA,NA
"72",0,"CEOL","25_right_CEOL_green",NA,NA
"73",0,"CEOL","26_left_CEOL_blue",NA,NA
"74",0,"CEOL","26_left_CEOL_green",NA,NA
"75",0,"CEOL","26_right_CEOL_blue",NA,NA
"76",0,"CEOL","26_right_CEOL_green",NA,NA
"77",0,"CEOL","27_left_CEOL_blue",NA,NA
"78",0,"CEOL","27_left_CEOL_green",NA,NA
"79",0,"CEOL","27_right_CEOL_blue",NA,NA
"80",0,"CEOL","27_right_CEOL_green",NA,NA
"81",0,"CEOL","28_left_CEOL_blue",NA,NA
"82",0,"CEOL","28_left_CEOL_green",NA,NA
"83",0,"CEOL","28_right_CEOL_blue",NA,NA
"84",0,"CEOL","28_right_CEOL_green",NA,NA
"85",0,"CEOL","29_left_CEOL_blue",NA,NA
"86",0,"CEOL","29_left_CEOL_green",NA,NA
"87",0,"CEOL","29_right_CEOL_blue",NA,NA
"88",0,"CEOL","29_right_CEOL_green",NA,NA
"89",0,"CEOL","3_left_CEOL_blue",NA,NA
"90",0,"CEOL","3_left_CEOL_green",NA,NA
"91",0,"CEOL","3_right_CEOL_blue",NA,NA
"92",0,"CEOL","3_right_CEOL_green",NA,NA
"93",0,"CEOL","30_left_CEOL_blue",NA,NA
"94",0,"CEOL","30_left_CEOL_green",NA,NA
"95",0,"CEOL","30_right_CEOL_blue",NA,NA
"96",0,"CEOL","30_right_CEOL_green",NA,NA
"97",0,"CEOL","31_left_CEOL_blue",NA,NA
"98",0,"CEOL","31_left_CEOL_green",NA,NA
"99",0,"CEOL","31_right_CEOL_blue",NA,NA
"100",0,"CEOL","31_right_CEOL_green",NA,NA
"101",0,"CEOL","32_left_CEOL_blue",NA,NA
"102",0,"CEOL","32_left_CEOL_green",NA,NA
"103",0,"CEOL","32_right_CEOL_blue",NA,NA
"104",0,"CEOL","32_right_CEOL_green",NA,NA
"105",0,"CEOL","33_left_CEOL_blue",NA,NA
"106",0,"CEOL","33_left_CEOL_green",NA,NA
"107",0,"CEOL","33_right_CEOL_blue",NA,NA
"108",0,"CEOL","33_right_CEOL_green",NA,NA
"109",0,"CEOL","34_left_CEOL_blue",NA,NA
"110",0,"CEOL","34_left_CEOL_green",NA,NA
"111",0,"CEOL","34_right_CEOL_blue",NA,NA
"112",0,"CEOL","34_right_CEOL_green",NA,NA
"113",0,"CEOL","35_left_CEOL_blue",NA,NA
"114",0,"CEOL","35_left_CEOL_green",NA,NA
"115",0,"CEOL","35_right_CEOL_blue",NA,NA
"116",0,"CEOL","35_right_CEOL_green",NA,NA
"117",0,"CEOL","36_left_CEOL_blue",NA,NA
"118",0,"CEOL","36_left_CEOL_green",NA,NA
"119",0,"CEOL","36_right_CEOL_blue",NA,NA
"120",0,"CEOL","36_right_CEOL_green",NA,NA
"121",0,"CEOL","4_left_CEOL_blue",NA,NA
"122",0,"CEOL","4_left_CEOL_green",NA,NA
"123",0,"CEOL","4_right_CEOL_blue",NA,NA
"124",0,"CEOL","4_right_CEOL_green",NA,NA
"125",0,"CEOL","5_left_CEOL_blue",NA,NA
"126",0,"CEOL","5_left_CEOL_green",NA,NA
"127",0,"CEOL","5_right_CEOL_blue",NA,NA
"128",0,"CEOL","5_right_CEOL_green",NA,NA
"129",0,"CEOL","6_left_CEOL_blue",NA,NA
"130",0,"CEOL","6_left_CEOL_green",NA,NA
"131",0,"CEOL","6_right_CEOL_blue",NA,NA
"132",0,"CEOL","6_right_CEOL_green",NA,NA
"133",0,"CEOL","7_left_CEOL_blue",NA,NA
"134",0,"CEOL","7_left_CEOL_green",NA,NA
"135",0,"CEOL","7_right_CEOL_blue",NA,NA
"136",0,"CEOL","7_right_CEOL_green",NA,NA
"137",0,"CEOL","8_left_CEOL_blue",NA,NA
"138",0,"CEOL","8_left_CEOL_green",NA,NA
"139",0,"CEOL","8_right_CEOL_blue",NA,NA
"140",0,"CEOL","8_right_CEOL_green",NA,NA
"141",0,"CEOL","9_left_CEOL_blue",NA,NA
"142",0,"CEOL","9_left_CEOL_green",NA,NA
"143",0,"CEOL","9_right_CEOL_blue",NA,NA
"144",0,"CEOL","9_right_CEOL_green",NA,NA
"145",0,"HEAR","1_left_HEAR_C",NA,NA
"146",0,"HEAR","1_left_HEAR_R",NA,NA
"147",0,"HEAR","1_left_HEAR_S",NA,NA
"148",0,"HEAR","1_right_HEAR_C",NA,NA
"149",0,"HEAR","1_right_HEAR_R",NA,NA
"150",0,"HEAR","1_right_HEAR_S",NA,NA
"151",0,"HEAR","10_left_HEAR_C1",NA,NA
"152",0,"HEAR","10_left_HEAR_C2",NA,NA
"153",0,"HEAR","10_left_HEAR_S",NA,NA
"154",0,"HEAR","10_right_HEAR_C1",NA,NA
"155",0,"HEAR","10_right_HEAR_C2",NA,NA
"156",0,"HEAR","10_right_HEAR_S",NA,NA
"157",0,"HEAR","11_left_HEAR_C1",NA,NA
"158",0,"HEAR","11_left_HEAR_C2",NA,NA
"159",0,"HEAR","11_left_HEAR_S",NA,NA
"160",0,"HEAR","11_right_HEAR_C",NA,NA
"161",0,"HEAR","11_right_HEAR_R",NA,NA
"162",0,"HEAR","11_right_HEAR_S",NA,NA
"163",0,"HEAR","12_left_HEAR_C",NA,NA
"164",0,"HEAR","12_left_HEAR_R",NA,NA
"165",0,"HEAR","12_left_HEAR_S",NA,NA
"166",0,"HEAR","12_right_HEAR_C1",NA,NA
"167",0,"HEAR","12_right_HEAR_C2",NA,NA
"168",0,"HEAR","12_right_HEAR_S",NA,NA
"169",0,"HEAR","13_left_HEAR_C1",NA,NA
"170",0,"HEAR","13_left_HEAR_C2",NA,NA
"171",0,"HEAR","13_left_HEAR_S",NA,NA
"172",0,"HEAR","13_right_HEAR_C1",NA,NA
"173",0,"HEAR","13_right_HEAR_C2",NA,NA
"174",0,"HEAR","13_right_HEAR_S",NA,NA
"175",0,"HEAR","14_left_HEAR_C1",NA,NA
"176",0,"HEAR","14_left_HEAR_C2",NA,NA
"177",0,"HEAR","14_left_HEAR_S",NA,NA
"178",0,"HEAR","14_right_HEAR_C1",NA,NA
"179",0,"HEAR","14_right_HEAR_C2",NA,NA
"180",0,"HEAR","14_right_HEAR_S",NA,NA
"181",0,"HEAR","15_left_HEAR_C1",NA,NA
"182",0,"HEAR","15_left_HEAR_C2",NA,NA
"183",0,"HEAR","15_left_HEAR_S",NA,NA
"184",0,"HEAR","15_right_HEAR_C1",NA,NA
"185",0,"HEAR","15_right_HEAR_C2",NA,NA
"186",0,"HEAR","15_right_HEAR_S",NA,NA
"187",0,"HEAR","16_left_HEAR_C1",NA,NA
"188",0,"HEAR","16_left_HEAR_C2",NA,NA
"189",0,"HEAR","16_left_HEAR_S",NA,NA
"190",0,"HEAR","16_right_HEAR_C1",NA,NA
"191",0,"HEAR","16_right_HEAR_C2",NA,NA
"192",0,"HEAR","16_right_HEAR_S",NA,NA
"193",0,"HEAR","17_left_HEAR_C1",NA,NA
"194",0,"HEAR","17_left_HEAR_C2",NA,NA
"195",0,"HEAR","17_left_HEAR_S",NA,NA
"196",0,"HEAR","17_right_HEAR_C1",NA,NA
"197",0,"HEAR","17_right_HEAR_R",NA,NA
"198",0,"HEAR","17_right_HEAR_S",NA,NA
"199",0,"HEAR","18_left_HEAR_C1",NA,NA
"200",0,"HEAR","18_left_HEAR_R",NA,NA
"201",0,"HEAR","18_left_HEAR_S",NA,NA
"202",0,"HEAR","18_right_HEAR_C1",NA,NA
"203",0,"HEAR","18_right_HEAR_R",NA,NA
"204",0,"HEAR","18_right_HEAR_S",NA,NA
"205",0,"HEAR","19_left_HEAR_C",NA,NA
"206",0,"HEAR","19_left_HEAR_S1",NA,NA
"207",0,"HEAR","19_left_HEAR_S2",NA,NA
"208",0,"HEAR","19_right_HEAR_C",NA,NA
"209",0,"HEAR","19_right_HEAR_S",NA,NA
"210",0,"HEAR","19_right_HEAR_S2",NA,NA
"211",0,"HEAR","2_left_HEAR_C",NA,NA
"212",0,"HEAR","2_left_HEAR_R",NA,NA
"213",0,"HEAR","2_left_HEAR_S",NA,NA
"214",0,"HEAR","2_right_HEAR_C",NA,NA
"215",0,"HEAR","2_right_HEAR_R",NA,NA
"216",0,"HEAR","2_right_HEAR_S",NA,NA
"217",0,"HEAR","20_left_HEAR_S1",NA,NA
"218",0,"HEAR","20_left_HEAR_S2",NA,NA
"219",0,"HEAR","20_left_HEAR_S3",NA,NA
"220",0,"HEAR","20_right_HEAR_C",NA,NA
"221",0,"HEAR","20_right_HEAR_S1",NA,NA
"222",0,"HEAR","20_right_HEAR_S2",NA,NA
"223",0,"HEAR","21_left_HEAR_C",NA,NA
"224",0,"HEAR","21_left_HEAR_R",NA,NA
"225",0,"HEAR","21_left_HEAR_S",NA,NA
"226",0,"HEAR","21_right_HEAR_C",NA,NA
"227",0,"HEAR","21_right_HEAR_S1",NA,NA
"228",0,"HEAR","21_right_HEAR_S2",NA,NA
"229",0,"HEAR","22_left_HEAR_C",NA,NA
"230",0,"HEAR","22_left_HEAR_S1",NA,NA
"231",0,"HEAR","22_left_HEAR_S2",NA,NA
"232",0,"HEAR","22_right_HEAR_C",NA,NA
"233",0,"HEAR","22_right_HEAR_S1",NA,NA
"234",0,"HEAR","22_right_HEAR_S2",NA,NA
"235",0,"HEAR","23_left_HEAR_C",NA,NA
"236",0,"HEAR","23_left_HEAR_S1",NA,NA
"237",0,"HEAR","23_left_HEAR_S2",NA,NA
"238",0,"HEAR","23_right_HEAR_C",NA,NA
"239",0,"HEAR","23_right_HEAR_R",NA,NA
"240",0,"HEAR","23_right_HEAR_S",NA,NA
"241",0,"HEAR","24_left_HEAR_C",NA,NA
"242",0,"HEAR","24_left_HEAR_S1",NA,NA
"243",0,"HEAR","24_left_HEAR_S2",NA,NA
"244",0,"HEAR","24_right_HEAR_C",NA,NA
"245",0,"HEAR","24_right_HEAR_S1",NA,NA
"246",0,"HEAR","24_right_HEAR_S2",NA,NA
"247",0,"HEAR","25_left_HEAR_C1",NA,NA
"248",0,"HEAR","25_left_HEAR_C2",NA,NA
"249",0,"HEAR","25_left_HEAR_S",NA,NA
"250",0,"HEAR","25_right_HEAR_C",NA,NA
"251",0,"HEAR","25_right_HEAR_R",NA,NA
"252",0,"HEAR","25_right_HEAR_S",NA,NA
"253",0,"HEAR","26_left_HEAR_C",NA,NA
"254",0,"HEAR","26_left_HEAR_C2",NA,NA
"255",0,"HEAR","26_left_HEAR_S",NA,NA
"256",0,"HEAR","26_right_HEAR_C1",NA,NA
"257",0,"HEAR","26_right_HEAR_C2",NA,NA
"258",0,"HEAR","26_right_HEAR_S",NA,NA
"259",0,"HEAR","27_left_HEAR_C",NA,NA
"260",0,"HEAR","27_left_HEAR_R",NA,NA
"261",0,"HEAR","27_left_HEAR_S",NA,NA
"262",0,"HEAR","27_right_HEAR_C",NA,NA
"263",0,"HEAR","27_right_HEAR_R",NA,NA
"264",0,"HEAR","27_right_HEAR_S",NA,NA
"265",0,"HEAR","28_left_HEAR_C",NA,NA
"266",0,"HEAR","28_left_HEAR_R",NA,NA
"267",0,"HEAR","28_left_HEAR_S",NA,NA
"268",0,"HEAR","28_right_HEAR_C1",NA,NA
"269",0,"HEAR","28_right_HEAR_C2",NA,NA
"270",0,"HEAR","28_right_HEAR_S",NA,NA
"271",0,"HEAR","29_left_HEAR_C",NA,NA
"272",0,"HEAR","29_left_HEAR_S1",NA,NA
"273",0,"HEAR","29_left_HEAR_S2",NA,NA
"274",0,"HEAR","29_right_HEAR_C",NA,NA
"275",0,"HEAR","29_right_HEAR_S1",NA,NA
"276",0,"HEAR","29_right_HEAR_S2",NA,NA
"277",0,"HEAR","3_left_HEAR_C",NA,NA
"278",0,"HEAR","3_left_HEAR_R",NA,NA
"279",0,"HEAR","3_left_HEAR_S",NA,NA
"280",0,"HEAR","3_right_HEAR_C",NA,NA
"281",0,"HEAR","3_right_HEAR_R",NA,NA
"282",0,"HEAR","3_right_HEAR_S",NA,NA
"283",0,"HEAR","30_left_HEAR_C",NA,NA
"284",0,"HEAR","30_left_HEAR_R",NA,NA
"285",0,"HEAR","30_left_HEAR_S",NA,NA
"286",0,"HEAR","30_right_HEAR_C1",NA,NA
"287",0,"HEAR","30_right_HEAR_C2",NA,NA
"288",0,"HEAR","30_right_HEAR_S",NA,NA
"289",0,"HEAR","31_left_HEAR_C",NA,NA
"290",0,"HEAR","31_left_HEAR_R",NA,NA
"291",0,"HEAR","31_left_HEAR_S",NA,NA
"292",0,"HEAR","31_right_HEAR_C",NA,NA
"293",0,"HEAR","31_right_HEAR_S1",NA,NA
"294",0,"HEAR","31_right_HEAR_S2",NA,NA
"295",0,"HEAR","32_left_HEAR_C",NA,NA
"296",0,"HEAR","32_left_HEAR_R",NA,NA
"297",0,"HEAR","32_left_HEAR_S",NA,NA
"298",0,"HEAR","32_right_HEAR_C",NA,NA
"299",0,"HEAR","32_right_HEAR_R",NA,NA
"300",0,"HEAR","32_right_HEAR_S",NA,NA
"301",0,"HEAR","33_left_HEAR_C",NA,NA
"302",0,"HEAR","33_left_HEAR_R",NA,NA
"303",0,"HEAR","33_left_HEAR_S",NA,NA
"304",0,"HEAR","33_right_HEAR_C",NA,NA
"305",0,"HEAR","33_right_HEAR_S1",NA,NA
"306",0,"HEAR","33_right_HEAR_S2",NA,NA
"307",0,"HEAR","34_left_HEAR_C",NA,NA
"308",0,"HEAR","34_left_HEAR_S1",NA,NA
"309",0,"HEAR","34_left_HEAR_S2",NA,NA
"310",0,"HEAR","34_right_HEAR_C",NA,NA
"311",0,"HEAR","34_right_HEAR_R",NA,NA
"312",0,"HEAR","34_right_HEAR_S",NA,NA
"313",0,"HEAR","35_left_HEAR_C",NA,NA
"314",0,"HEAR","35_left_HEAR_R",NA,NA
"315",0,"HEAR","35_left_HEAR_S",NA,NA
"316",0,"HEAR","35_right_HEAR_C",NA,NA
"317",0,"HEAR","35_right_HEAR_R",NA,NA
"318",0,"HEAR","35_right_HEAR_S",NA,NA
"319",0,"HEAR","36_left_HEAR_C",NA,NA
"320",0,"HEAR","36_left_HEAR_R",NA,NA
"321",0,"HEAR","36_left_HEAR_S",NA,NA
"322",0,"HEAR","36_right_HEAR_C",NA,NA
"323",0,"HEAR","36_right_HEAR_R",NA,NA
"324",0,"HEAR","36_right_HEAR_S",NA,NA
"325",0,"HEAR","4_left_HEAR_C",NA,NA
"326",0,"HEAR","4_left_HEAR_R",NA,NA
"327",0,"HEAR","4_left_HEAR_S",NA,NA
"328",0,"HEAR","4_right_HEAR_C",NA,NA
"329",0,"HEAR","4_right_HEAR_R",NA,NA
"330",0,"HEAR","4_right_HEAR_S",NA,NA
"331",0,"HEAR","5_left_HEAR_C",NA,NA
"332",0,"HEAR","5_left_HEAR_R",NA,NA
"333",0,"HEAR","5_left_HEAR_S",NA,NA
"334",0,"HEAR","5_right_HEAR_C",NA,NA
"335",0,"HEAR","5_right_HEAR_R",NA,NA
"336",0,"HEAR","5_right_HEAR_S",NA,NA
"337",0,"HEAR","6_left_HEAR_C",NA,NA
"338",0,"HEAR","6_left_HEAR_R",NA,NA
"339",0,"HEAR","6_left_HEAR_S",NA,NA
"340",0,"HEAR","6_right_HEAR_C",NA,NA
"341",0,"HEAR","6_right_HEAR_R",NA,NA
"342",0,"HEAR","6_right_HEAR_S",NA,NA
"343",0,"HEAR","7_left_HEAR_C",NA,NA
"344",0,"HEAR","7_left_HEAR_R",NA,NA
"345",0,"HEAR","7_left_HEAR_S",NA,NA
"346",0,"HEAR","7_right_HEAR_C",NA,NA
"347",0,"HEAR","7_right_HEAR_R",NA,NA
"348",0,"HEAR","7_right_HEAR_S",NA,NA
"349",0,"HEAR","8_left_HEAR_C1",NA,NA
"350",0,"HEAR","8_left_HEAR_C2",NA,NA
"351",0,"HEAR","8_left_HEAR_S",NA,NA
"352",0,"HEAR","8_right_HEAR_C1",NA,NA
"353",0,"HEAR","8_right_HEAR_C2",NA,NA
"354",0,"HEAR","8_right_HEAR_S",NA,NA
"355",0,"HEAR","9_left_HEAR_C1",NA,NA
"356",0,"HEAR","9_left_HEAR_C2",NA,NA
"357",0,"HEAR","9_left_HEAR_S",NA,NA
"358",0,"HEAR","9_right_HEAR_C1",NA,NA
"359",0,"HEAR","9_right_HEAR_C2",NA,NA
"360",0,"HEAR","9_right_HEAR_S",NA,NA
"361",0,"RHOV","1_left_RHOV_blue",NA,NA
"362",0,"RHOV","1_left_RHOV_green",NA,NA
"363",0,"RHOV","1_right_RHOV_blue",NA,NA
"364",0,"RHOV","1_right_RHOV_green",NA,NA
"365",0,"RHOV","10_left_RHOV_blue",NA,NA
"366",0,"RHOV","10_left_RHOV_green",NA,NA
"367",0,"RHOV","10_right_RHOV_blue",NA,NA
"368",0,"RHOV","10_right_RHOV_green",NA,NA
"369",0,"RHOV","11_left_RHOV_blue",NA,NA
"370",0,"RHOV","11_left_RHOV_green",NA,NA
"371",0,"RHOV","11_right_RHOV_blue",NA,NA
"372",0,"RHOV","11_right_RHOV_green",NA,NA
"373",0,"RHOV","12_left_RHOV_blue",NA,NA
"374",0,"RHOV","12_left_RHOV_green",NA,NA
"375",0,"RHOV","12_right_RHOV_blue",NA,NA
"376",0,"RHOV","12_right_RHOV_green",NA,NA
"377",0,"RHOV","13_left_RHOV_blue",NA,NA
"378",0,"RHOV","13_left_RHOV_green",NA,NA
"379",0,"RHOV","13_right_RHOV_blue",NA,NA
"380",0,"RHOV","13_right_RHOV_green",NA,NA
"381",0,"RHOV","14_left_RHOV_blue",NA,NA
"382",0,"RHOV","14_left_RHOV_green",NA,NA
"383",0,"RHOV","14_right_RHOV_blue",NA,NA
"384",0,"RHOV","14_right_RHOV_green",NA,NA
"385",0,"RHOV","15_left_RHOV_blue",NA,NA
"386",0,"RHOV","15_left_RHOV_green",NA,NA
"387",0,"RHOV","15_right_RHOV_blue",NA,NA
"388",0,"RHOV","15_right_RHOV_green",NA,NA
"389",0,"RHOV","16_left_RHOV_blue",NA,NA
"390",0,"RHOV","16_left_RHOV_green",NA,NA
"391",0,"RHOV","16_right_RHOV_blue",NA,NA
"392",0,"RHOV","16_right_RHOV_green",NA,NA
"393",0,"RHOV","17_left_RHOV_blue",NA,NA
"394",0,"RHOV","17_left_RHOV_green",NA,NA
"395",0,"RHOV","17_right_RHOV_blue",NA,NA
"396",0,"RHOV","17_right_RHOV_green",NA,NA
"397",0,"RHOV","18_left_RHOV_blue",NA,NA
"398",0,"RHOV","18_left_RHOV_green",NA,NA
"399",0,"RHOV","18_right_RHOV_blue",NA,NA
"400",0,"RHOV","18_right_RHOV_green",NA,NA
"401",0,"RHOV","19_left_RHOV_blue",NA,NA
"402",0,"RHOV","19_left_RHOV_green",NA,NA
"403",0,"RHOV","19_right_RHOV_blue",NA,NA
"404",0,"RHOV","19_right_RHOV_green",NA,NA
"405",0,"RHOV","2_left_RHOV_blue",NA,NA
"406",0,"RHOV","2_left_RHOV_green",NA,NA
"407",0,"RHOV","2_right_RHOV_blue",NA,NA
"408",0,"RHOV","2_right_RHOV_green",NA,NA
"409",0,"RHOV","20_left_RHOV_blue",NA,NA
"410",0,"RHOV","20_left_RHOV_green",NA,NA
"411",0,"RHOV","20_right_RHOV_blue",NA,NA
"412",0,"RHOV","20_right_RHOV_green",NA,NA
"413",0,"RHOV","21_left_RHOV_blue",NA,NA
"414",0,"RHOV","21_left_RHOV_green",NA,NA
"415",0,"RHOV","21_right_RHOV_blue",NA,NA
"416",0,"RHOV","21_right_RHOV_green",NA,NA
"417",0,"RHOV","22_left_RHOV_blue",NA,NA
"418",0,"RHOV","22_left_RHOV_green",NA,NA
"419",0,"RHOV","22_right_RHOV_blue",NA,NA
"420",0,"RHOV","22_right_RHOV_green",NA,NA
"421",0,"RHOV","23_left_RHOV_blue",NA,NA
"422",0,"RHOV","23_left_RHOV_green",NA,NA
"423",0,"RHOV","23_right_RHOV_blue",NA,NA
"424",0,"RHOV","23_right_RHOV_green",NA,NA
"425",0,"RHOV","24_left_RHOV_blue",NA,NA
"426",0,"RHOV","24_left_RHOV_green",NA,NA
"427",0,"RHOV","24_right_RHOV_blue",NA,NA
"428",0,"RHOV","24_right_RHOV_green",NA,NA
"429",0,"RHOV","25_left_RHOV_blue",NA,NA
"430",0,"RHOV","25_left_RHOV_green",NA,NA
"431",0,"RHOV","25_right_RHOV_blue",NA,NA
"432",0,"RHOV","25_right_RHOV_green",NA,NA
"433",0,"RHOV","26_left_RHOV_blue",NA,NA
"434",0,"RHOV","26_left_RHOV_green",NA,NA
"435",0,"RHOV","26_right_RHOV_blue",NA,NA
"436",0,"RHOV","26_right_RHOV_green",NA,NA
"437",0,"RHOV","27_left_RHOV_blue",NA,NA
"438",0,"RHOV","27_left_RHOV_green",NA,NA
"439",0,"RHOV","27_right_RHOV_blue",NA,NA
"440",0,"RHOV","27_right_RHOV_green",NA,NA
"441",0,"RHOV","28_left_RHOV_blue",NA,NA
"442",0,"RHOV","28_left_RHOV_green",NA,NA
"443",0,"RHOV","28_right_RHOV_blue",NA,NA
"444",0,"RHOV","28_right_RHOV_green",NA,NA
"445",0,"RHOV","29_left_RHOV_blue",NA,NA
"446",0,"RHOV","29_left_RHOV_green",NA,NA
"447",0,"RHOV","29_right_RHOV_blue",NA,NA
"448",0,"RHOV","29_right_RHOV_green",NA,NA
"449",0,"RHOV","3_left_RHOV_blue",NA,NA
"450",0,"RHOV","3_left_RHOV_green",NA,NA
"451",0,"RHOV","3_right_RHOV_blue",NA,NA
"452",0,"RHOV","3_right_RHOV_green",NA,NA
"453",0,"RHOV","30_left_RHOV_blue",NA,NA
"454",0,"RHOV","30_left_RHOV_green",NA,NA
"455",0,"RHOV","30_right_RHOV_blue",NA,NA
"456",0,"RHOV","30_right_RHOV_green",NA,NA
"457",0,"RHOV","31_left_RHOV_blue",NA,NA
"458",0,"RHOV","31_left_RHOV_green",NA,NA
"459",0,"RHOV","31_right_RHOV_blue",NA,NA
"460",0,"RHOV","31_right_RHOV_green",NA,NA
"461",0,"RHOV","32_left_RHOV_blue",NA,NA
"462",0,"RHOV","32_left_RHOV_green",NA,NA
"463",0,"RHOV","32_right_RHOV_blue",NA,NA
"464",0,"RHOV","32_right_RHOV_green",NA,NA
"465",0,"RHOV","33_left_RHOV_blue",NA,NA
"466",0,"RHOV","33_left_RHOV_green",NA,NA
"467",0,"RHOV","33_right_RHOV_blue",NA,NA
"468",0,"RHOV","33_right_RHOV_green",NA,NA
"469",0,"RHOV","34_left_RHOV_blue",NA,NA
"470",0,"RHOV","34_left_RHOV_green",NA,NA
"471",0,"RHOV","34_right_RHOV_blue",NA,NA
"472",0,"RHOV","34_right_RHOV_green",NA,NA
"473",0,"RHOV","35_left_RHOV_blue",NA,NA
"474",0,"RHOV","35_left_RHOV_green",NA,NA
"475",0,"RHOV","35_right_RHOV_blue",NA,NA
"476",0,"RHOV","35_right_RHOV_green",NA,NA
"477",0,"RHOV","36_left_RHOV_blue",NA,NA
"478",0,"RHOV","36_left_RHOV_green",NA,NA
"479",0,"RHOV","36_right_RHOV_blue",NA,NA
"480",0,"RHOV","36_right_RHOV_green",NA,NA
"481",0,"RHOV","4_left_RHOV_blue",NA,NA
"482",0,"RHOV","4_left_RHOV_green",NA,NA
"483",0,"RHOV","4_right_RHOV_blue",NA,NA
"484",0,"RHOV","4_right_RHOV_green",NA,NA
"485",0,"RHOV","5_left_RHOV_blue",NA,NA
"486",0,"RHOV","5_left_RHOV_green",NA,NA
"487",0,"RHOV","5_right_RHOV_blue",NA,NA
"488",0,"RHOV","5_right_RHOV_green",NA,NA
"489",0,"RHOV","6_left_RHOV_blue",NA,NA
"490",0,"RHOV","6_left_RHOV_green",NA,NA
