date,plot_number,MAFA_removal,location,species,individual,stem_height_cm,width_1_cm,width_2_cm,condition,alive,dead,notes
2/23/18,13,full removal,right,HEAR,C2,7.1,5.65,3.19,NA,1,NA,NA
2/23/18,13,full removal,right,RHOV,green,1.6,3.11,1.13,NA,1,NA,red; stressed
2/23/18,13,full removal,right,RHOV,blue,1.3,2.75,1.56,NA,1,NA,red; sun stressed
2/23/18,13,full removal,right,SAAP,green,0.3,0.98,0.29,NA,NA,1,dead
2/23/18,13,full removal,right,SAAP,blue,0.3,1.36,0.49,NA,NA,1,dead
2/23/18,13,full removal,left,SAAP,green,1.15,1.74,1.19,NA,1,NA,NA
2/23/18,13,full removal,left,SAAP,blue,NA,NA,NA,NA,NA,1,missing
2/23/18,13,full removal,left,CEOL,green,2.28,2.31,2,NA,1,NA,accidently broke leaf
2/23/18,13,full removal,left,CEOL,blue,2.34,0.43,0.33,NA,1,NA,lost leaves but budding from stem
2/23/18,13,full removal,left,HEAR,S,9.69,6.85,4.72,NA,1,NA,NA
2/23/18,13,full removal,left,HEAR,C1,7.08,8.97,5.18,NA,1,NA,NA
2/23/18,13,full removal,left,HEAR,C2,5.54,5.46,4.69,NA,1,NA,NA
2/23/18,13,full removal,left,RHOV,green,1.19,2.98,1.87,NA,1,NA,water stessed
2/23/18,13,full removal,left,RHOV,blue,2.6,0.47,0.3,NA,1,NA,sun stressed; leaves white/yellow; width 1 (3.47); width 2 (0.96)
5/26/18,13,full removal,left,SAAP,green,6.81,1.42,0.88,NA,1,NA,NA
5/26/18,13,full removal,left,SAAP,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,13,full removal,left,RHOV,green,NA,NA,NA,NA,NA,1,NA
5/26/18,13,full removal,left,RHOV,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,13,full removal,left,CEOL,green,NA,NA,NA,NA,NA,1,NA
5/26/18,13,full removal,left,CEOL,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,13,full removal,left,HEAR,s,7.04,5.23,0.57,NA,1,NA,NA
5/26/18,13,full removal,left,HEAR,c,NA,NA,NA,NA,NA,1,NA
5/26/18,13,full removal,left,HEAR,r,NA,NA,NA,NA,NA,1,NA
5/26/18,13,full removal,right,SAAP,green,NA,NA,NA,NA,NA,1,NA
5/26/18,13,full removal,right,SAAP,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,13,full removal,right,RHOV,green,1.3,3.4,1.1,NA,1,NA,NA
5/26/18,13,full removal,right,RHOV,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,13,full removal,right,CEOL,green,NA,NA,NA,NA,NA,1,NA
5/26/18,13,full removal,right,CEOL,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,13,full removal,right,HEAR,s,7.68,7.48,2.6,NA,1,NA,NA
5/26/18,13,full removal,right,HEAR,c,NA,NA,NA,NA,NA,1,NA
5/26/18,13,full removal,right,HEAR,r,NA,NA,NA,NA,NA,1,NA
12/12/18,13,full removal,right,CEOL,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,right,CEOL,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,right,HEAR,S,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,right,HEAR,C1,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,right,HEAR,C2,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,right,RHOV,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,right,RHOV,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,right,SAAP,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,right,SAAP,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,left,CEOL,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,left,CEOL,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,left,HEAR,S,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,left,HEAR,C1,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,left,HEAR,C2,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,left,RHOV,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,left,RHOV,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,left,SAAP,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,13,full removal,left,SAAP,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
1/26/19,13,full removal,top,CEOL,NA,1.44,0.88,1.31,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,13,full removal,top,HEAR,NA,4.36,5.45,0.36,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,13,full removal,top,RHOV,NA,0.56,4.17,1.44,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,13,full removal,top,SAAP,NA,4.81,5.21,1.23,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,13,full removal,middle,HEAR,NA,4.09,4.33,3.74,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,13,full removal,middle,RHOV,NA,1.66,4.24,3.28,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,13,full removal,middle,SAAP,NA,3.71,7.83,6.27,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,13,full removal,bottom,CEOL,NA,3.85,5.76,3.18,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,13,full removal,bottom,HEAR,NA,5.91,7.99,3.18,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,13,full removal,bottom,RHOV,NA,1.37,2.81,1.49,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,13,full removal,bottom,SAAP,NA,5.72,6.89,1.95,NA,1,NA,"planted Jan 18-25, 2019"
3/11/19,13,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,"gone, dead"
3/11/19,13,full removal,top,HEAR,NA,3.2,3.8,5.33,NA,1,NA,NA
3/11/19,13,full removal,top,RHOV,NA,0.05,3.94,1.66,NA,1,NA,NA
3/11/19,13,full removal,top,SAAP,NA,3.6,0.8,4.54,NA,1,NA,NA
3/11/19,13,full removal,middle,HEAR,NA,3.68,5.23,4.22,NA,1,NA,NA
3/11/19,13,full removal,middle,RHOV,NA,1.46,4.24,2.75,NA,1,NA,NA
3/11/19,13,full removal,middle,SAAP,NA,3.85,8.28,6.78,NA,1,NA,NA
3/11/19,13,full removal,bottom,CEOL,NA,4.05,3.82,1.5,NA,1,NA,"new growth, droopy"
3/11/19,13,full removal,bottom,HEAR,NA,6.46,7.2,3.19,NA,1,NA,"very red, water stressed"
3/11/19,13,full removal,bottom,RHOV,NA,1.58,2.79,1.68,NA,1,NA,NA
3/11/19,13,full removal,bottom,SAAP,NA,6.51,5.79,4.37,NA,1,NA,NA
4/30/19,13,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
4/30/19,13,full removal,top,HEAR,NA,5.32,4.14,2.49,NA,1,NA,NA
4/30/19,13,full removal,top,RHOV,NA,0.47,3.16,0.88,NA,1,NA,NA
4/30/19,13,full removal,top,SAAP,NA,5.37,3.58,2.98,NA,1,NA,NA
4/30/19,13,full removal,middle,HEAR,NA,4.93,4.42,3.34,NA,1,NA,NA
4/30/19,13,full removal,middle,RHOV,NA,1.49,3.37,1.09,NA,1,NA,NA
4/30/19,13,full removal,middle,SAAP,NA,9.77,4.47,4.63,NA,1,NA,NA
4/30/19,13,full removal,bottom,CEOL,NA,7.31,6.01,3.63,NA,1,NA,NA
4/30/19,13,full removal,bottom,HEAR,NA,8.17,7.28,3.84,NA,1,NA,NA
4/30/19,13,full removal,bottom,RHOV,NA,1.39,3.85,1.95,NA,1,NA,NA
4/30/19,13,full removal,bottom,SAAP,NA,7.85,4.04,5.12,NA,1,NA,NA
6/25/19,13,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
6/25/19,13,full removal,top,HEAR,NA,5.53,3.85,5.57,NA,1,NA,leaves browning
6/25/19,13,full removal,top,RHOV,NA,0.41,0.43,2.1,NA,1,NA,NA
6/25/19,13,full removal,top,SAAP,NA,1.72,1.55,1.49,NA,1,NA,NA
6/25/19,13,full removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
6/25/19,13,full removal,middle,RHOV,NA,3.84,3.96,1.1,NA,1,NA,NA
6/25/19,13,full removal,middle,SAAP,NA,3.98,2.34,2.24,NA,1,NA,NA
6/25/19,13,full removal,bottom,CEOL,NA,1.14,1.1,1.07,NA,1,NA,NA
6/25/19,13,full removal,bottom,HEAR,NA,11.67,7.75,6.65,NA,1,NA,NA
6/25/19,13,full removal,bottom,RHOV,NA,2.29,2.14,1.58,NA,1,NA,NA
6/25/19,13,full removal,bottom,SAAP,NA,7.95,5.41,4.49,NA,1,NA,NA
9/19/19,13,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,13,full removal,top,HEAR,NA,5.238,NA,NA,NA,NA,1,dead
9/19/19,13,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,13,full removal,top,SAAP,NA,1.447,1.247,5.27,NA,1,NA,"herbivory, stem"
9/19/19,13,full removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,13,full removal,middle,RHOV,NA,2.745,NA,NA,NA,NA,1,dead
9/19/19,13,full removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,13,full removal,bottom,CEOL,NA,1.397,NA,NA,NA,NA,1,"dead, herbivory"
9/19/19,13,full removal,bottom,HEAR,NA,4.04,NA,NA,NA,NA,1,"dead, herbivory W1=7.455 W2=29.44"
9/19/19,13,full removal,bottom,RHOV,NA,1.803,NA,NA,NA,NA,1,dead
9/19/19,13,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,13,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,13,full removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,dead
11/23/19,13,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,13,full removal,top,SAAP,NA,1.59,1.15,0.32,NA,NA,1,"dd, herbivorized"
11/23/19,13,full removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,13,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,dead
11/23/19,13,full removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,13,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,dd
11/23/19,13,full removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,dd
11/23/19,13,full removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,dd
11/23/19,13,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
3/18/20,13,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,13,full removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,13,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,13,full removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
3/18/20,13,full removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,13,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,13,full removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,13,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,13,full removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,13,full removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,13,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,NA
5/14/20,13,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,13,full removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,13,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,13,full removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,13,full removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,13,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,13,full removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,13,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,13,full removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,13,full removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,13,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
10/27/20,13,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,nothing alive
10/27/20,13,full removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
10/27/20,13,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
10/27/20,13,full removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
10/27/20,13,full removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
10/27/20,13,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
10/27/20,13,full removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
10/27/20,13,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,nothing alive
10/27/20,13,full removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
10/27/20,13,full removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
10/27/20,13,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,13,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,13,full removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,13,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,13,full removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,13,full removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,13,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,13,full removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,13,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,13,full removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,13,full removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
4/12/21,13,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
2/9/18,14,none,right,CEOL,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,right,CEOL,blue,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,right,HEAR,S,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,right,HEAR,C1,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,right,HEAR,C2,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,right,RHOV,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,right,RHOV,blue,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,right,SAAP,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,right,SAAP,blue (old),NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,left,CEOL,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,left,CEOL,blue,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,left,HEAR,S,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,left,HEAR,C1,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,left,HEAR,C2,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,left,RHOV,green,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,left,RHOV,blue,NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,left,SAAP,green (old),NA,NA,NA,NA,1,NA,planted 2018
2/9/18,14,none,left,SAAP,blue (old),NA,NA,NA,NA,1,NA,planted 2018
2/23/18,14,none,right,CEOL,green,1.289,2.944,1.192,NA,1,NA,NA
2/23/18,14,none,right,CEOL,blue,1.728,2.143,0.707,NA,1,NA,a leaf popped off when I fell in the MAFA
2/23/18,14,none,right,HEAR,S,13.754,9.922,7.614,NA,1,NA,NA
2/23/18,14,none,right,HEAR,C1,7.411,1.921,0.272,NA,1,NA,herbivorized; mostly stem; one green leaf out of lower part of stem
2/23/18,14,none,right,HEAR,C2,7.575,0.213,0.225,NA,1,NA,herbivorized; stem only
2/23/18,14,none,right,RHOV,green,0.8,3.713,0.558,NA,1,NA,water stressed
2/23/18,14,none,right,RHOV,blue,1.449,1.621,2.366,NA,1,NA,water stressed
2/23/18,14,none,right,SAAP,green,2.186,4.416,0.313,NA,1,NA,herbivorized
2/23/18,14,none,right,SAAP,blue (old),3.825,7.845,7.133,NA,1,NA,NA
2/23/18,14,none,left,CEOL,green,0.5,0.088,0.077,NA,NA,1,stumped/dead
2/23/18,14,none,left,CEOL,blue,2.5,2.66,1.97,NA,1,NA,NA
2/23/18,14,none,left,HEAR,S,10,5.55,0.7,NA,1,NA,NA
2/23/18,14,none,left,HEAR,C1,7,7.19,4.66,NA,1,NA,NA
2/23/18,14,none,left,HEAR,C2,5.2,0.25,0.21,NA,1,NA,munched; water stressed
2/23/18,14,none,left,RHOV,green,2.3,3.36,1.48,NA,1,NA,water stressed
2/23/18,14,none,left,RHOV,blue,2.9,2.88,2.71,NA,1,NA,water stressed
2/23/18,14,none,left,SAAP,green (old),6.5,8.85,6.68,NA,1,NA,water stressed
2/23/18,14,none,left,SAAP,blue (old),2.7,6.39,5.01,NA,1,NA,NA
5/26/18,14,none,left,SAAP,green 2016,1.905,1.476,0.523,NA,1,NA,seedling germinated in 2016 = older seedling
5/26/18,14,none,left,SAAP,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,14,none,left,RHOV,green,NA,NA,NA,NA,NA,1,NA
5/26/18,14,none,left,RHOV,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,14,none,left,CEOL,green,NA,NA,NA,NA,NA,1,NA
5/26/18,14,none,left,CEOL,blue,3.31,3.27,0.65,NA,1,NA,NA
5/26/18,14,none,left,HEAR,s,NA,NA,NA,NA,NA,1,NA
5/26/18,14,none,left,HEAR,c,NA,NA,NA,NA,NA,1,NA
5/26/18,14,none,left,HEAR,r,NA,NA,NA,NA,NA,1,NA
5/26/18,14,none,right,SAAP,green,NA,NA,NA,NA,NA,1,NA
5/26/18,14,none,right,SAAP,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,14,none,right,RHOV,green,NA,NA,NA,NA,NA,1,NA
5/26/18,14,none,right,RHOV,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,14,none,right,CEOL,green,NA,NA,NA,NA,NA,1,NA
5/26/18,14,none,right,CEOL,blue,NA,NA,NA,NA,NA,1,NA
5/26/18,14,none,right,HEAR,s,1.47,1.34,1.4,NA,1,NA,NA
5/26/18,14,none,right,HEAR,c,NA,NA,NA,NA,NA,1,NA
5/26/18,14,none,right,HEAR,r,NA,NA,NA,NA,NA,1,NA
12/12/18,14,none,right,CEOL,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,right,CEOL,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,right,HEAR,S,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,right,HEAR,C1,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,right,HEAR,C2,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,right,RHOV,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,right,RHOV,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,right,SAAP,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,right,SAAP,blue (old),NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,left,CEOL,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,left,CEOL,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,left,HEAR,S,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,left,HEAR,C1,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,left,HEAR,C2,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,left,RHOV,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,left,RHOV,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,left,SAAP,green (old),NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,14,none,left,SAAP,blue (old),NA,NA,NA,NA,NA,1,"dead, no seedlings present"
1/30/19,14,none,top,CEOL,NA,3.36,3.71,2.33,NA,1,NA,"planted Jan 18-25, 2019"
1/30/19,14,none,top,HEAR,NA,5.69,10.08,6.15,NA,1,NA,"planted Jan 18-25, 2019"
1/30/19,14,none,top,RHOV,NA,1.7,2.21,1.36,NA,1,NA,"planted Jan 18-25, 2019"
1/30/19,14,none,top,SAAP,NA,2.48,3.16,1.34,NA,1,NA,"planted Jan 18-25, 2019"
1/30/19,14,none,middle,HEAR,NA,7.88,9.15,5.29,NA,1,NA,"planted Jan 18-25, 2019"
1/30/19,14,none,middle,RHOV,NA,1.09,3.69,1.95,NA,1,NA,"planted Jan 18-25, 2019"
1/30/19,14,none,middle,SAAP,NA,0.7,2.93,1.89,NA,1,NA,"planted Jan 18-25, 2019"
1/30/19,14,none,bottom,CEOL,NA,3.79,3.84,3.17,NA,1,NA,"planted Jan 18-25, 2019"
1/30/19,14,none,bottom,HEAR,NA,7.1,10.02,8.7,NA,1,NA,"planted Jan 18-25, 2019"
1/30/19,14,none,bottom,RHOV,NA,1.83,2.33,2.87,NA,1,NA,"planted Jan 18-25, 2019"
1/30/19,14,none,bottom,SAAP,NA,7.58,4.53,3.63,NA,1,NA,"planted Jan 18-25, 2019"
3/11/19,14,none,top,CEOL,NA,2.01,3.54,3.6,NA,1,NA,NA
3/11/19,14,none,top,HEAR,NA,3.16,6.23,3.46,NA,1,NA,"muched, second height reading: 2.92 cm"
3/11/19,14,none,top,RHOV,NA,NA,NA,NA,NA,NA,1,"gone, dead"
3/11/19,14,none,top,SAAP,NA,1.77,2.96,0.83,NA,1,NA,"leaves have died, growth from stem"
3/11/19,14,none,middle,HEAR,NA,6.54,4.43,6.91,NA,1,NA,NA
3/11/19,14,none,middle,RHOV,NA,NA,NA,NA,NA,NA,1,"gone, dead"
3/11/19,14,none,middle,SAAP,NA,NA,NA,NA,NA,NA,1,"gone, dead"
3/11/19,14,none,bottom,CEOL,NA,3.95,3.18,1.06,NA,1,NA,NA
3/11/19,14,none,bottom,HEAR,NA,2.89,6.48,0.2,NA,1,NA,"munched, herbivory"
3/11/19,14,none,bottom,RHOV,NA,0.67,1.51,0.27,NA,1,NA,NA
3/11/19,14,none,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,"gone, dead"
5/1/19,14,none,top,CEOL,NA,2.719,3.91,2.45,NA,1,NA,NA
5/1/19,14,none,top,HEAR,NA,2.27,0.53,0.62,NA,1,NA,"munched down, new leaves also munched"
5/1/19,14,none,top,RHOV,NA,NA,NA,NA,NA,NA,1,DEAD
5/1/19,14,none,top,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
5/1/19,14,none,middle,HEAR,NA,6.33,9.32,3.11,NA,1,NA,NA
5/1/19,14,none,middle,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
5/1/19,14,none,middle,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
5/1/19,14,none,bottom,CEOL,NA,4.91,2.64,1.55,NA,1,NA,NA
5/1/19,14,none,bottom,HEAR,NA,4.62,6.55,3.52,NA,1,NA,NA
5/1/19,14,none,bottom,RHOV,NA,0.66,1.98,0.84,NA,1,NA,NA
5/1/19,14,none,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
6/25/19,14,none,top,CEOL,NA,2.93,3.51,3.17,NA,1,NA,NA
6/25/19,14,none,top,HEAR,NA,2.56,2.22,1.83,NA,1,NA,"resprouting, unsure if actually HEAR"
6/25/19,14,none,top,RHOV,NA,NA,NA,NA,NA,NA,1,dd
6/25/19,14,none,top,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
6/25/19,14,none,middle,HEAR,NA,7.86,5.3,7.26,NA,1,NA,NA
6/25/19,14,none,middle,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
6/25/19,14,none,middle,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
6/25/19,14,none,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
6/25/19,14,none,bottom,HEAR,NA,4.61,6.8,4.18,NA,1,NA,NA
6/25/19,14,none,bottom,RHOV,NA,0.91,1.94,1.09,NA,1,NA,NA
6/25/19,14,none,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,14,none,top,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,14,none,top,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,14,none,top,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,14,none,top,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,14,none,middle,HEAR,NA,1.8,2.701,2.074,NA,1,NA,"herberbivory, resprouting at base"
9/19/19,14,none,middle,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,14,none,middle,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,14,none,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,14,none,bottom,HEAR,NA,2.155,2.183,3.455,NA,NA,1,"dead, herbivory, leaf"
9/19/19,14,none,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,14,none,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,14,none,top,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,14,none,top,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,14,none,top,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,14,none,top,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,14,none,middle,HEAR,NA,2.462,2.465,1.17,NA,NA,1,dead
11/23/19,14,none,middle,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,14,none,middle,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,14,none,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,14,none,bottom,HEAR,NA,2.46,4.01,0.66,NA,NA,1,"dd, herbivorized"
11/23/19,14,none,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,14,none,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
3/18/20,14,none,top,CEOL,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,14,none,top,HEAR,NA,NA,NA,NA,NA,NA,1,NA
